column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q570,Ref: SecJ.WORKINGBETWEENIWS.Q567[4] Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) IWER: CHOOSE all that apply ... 1. BUSINESS CLOSED; business moved or sold 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 7. RETIRED 8. R (family) moved 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 16. Transportation; distance to work 23. To travel 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 94. Transferred; spouse transferred 95. R has not left/still has this job 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q571,Ref: SecJ.WORKINGBETWEENIWS.Q571_ Did your employment situation change in some way that encouraged you to leave? ... 90 1. YES 295 5. NO 8 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18354 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q572,Ref: SecJ.WORKINGBETWEENIWS.Q572[1] How did it change? IWER: CHOOSE all that apply ... 5 1. SUPERVISOR ENCOURAGED DEPARTURE 1 2. COWORKER ENCOURAGED DEPARTURE 4 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 9 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 2 5. WOULD HAVE BEEN LAID OFF; funding ended 4 6. NEW JOB DUTIES; work load increased 3 7. NEW JOB LOCATION 1 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 3 21. Scheduling problems; change in work schedule (excluding 04); hours increased 16 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 10 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 1 24. Start or help with own/family business 13 31. Physical and mental condition of R (including stress) 11 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 6 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18658 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q573,Ref: SecJ.WORKINGBETWEENIWS.Q572[2] How did it change? IWER: CHOOSE all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 1 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 1 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 21. Scheduling problems; change in work schedule (excluding 04); hours increased 2 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 1 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 1 24. Start or help with own/family business 31. Physical and mental condition of R (including stress) 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 1 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q574,Ref: SecJ.WORKINGBETWEENIWS.Q572[3] How did it change? IWER: CHOOSE all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 21. Scheduling problems; change in work schedule (excluding 04); hours increased 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 31. Physical and mental condition of R (including stress) 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q575,Ref: SecJ.EARLYOUT.Q575_ Counting paid vacations as weeks of work\, how many weeks did you work in the last 12 months? IWER: Count paid sick time as work time IWER: This refers to weeks worked in last 12 months on current job and R was not working in previous wave 0-52 weeks ... ----------------------------------------------------------------- N Min Max Mean SD Miss 7521 0 52 41.78 16.45 10864 ----------------------------------------------------------------- 326 98. DK (Don't Know); NA (Not Ascertained) 36 99. RF (Refused)
HRS2014Q576,Ref: SecJ.EARLYOUT.Q576_ Employers sometimes encourage older workers to leave a firm at a particular time by offering a special financial incentive\, like a cash bonus or improved pension benefits. These are often called 'early retirement windows.' Have you been offered such an early retirement window at any time since [Prev IW Month] [Prev IW Year]? ... 136 1. YES 6776 5. NO 8 8. DK (Don't Know); NA (Not Ascertained) 11 9. RF (Refused) 11816 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q577,Ref: SecJ.EARLYOUT.Q577_ How many of these special incentive offers have you received [in the last two years?/since [Prev IW Month]\, [Prev IW Year]?] 1-95 Special incentives ... ----------------------------------------------------------------- N Min Max Mean SD Miss 134 0 5 1.21 0.72 18611 ----------------------------------------------------------------- 2 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused)
HRS2014Q578,Ref: SecJ.EARLYOUT.Q578AIncentiveLoop * ... 121 1-2. Actual Value 18626 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q579,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q579A In what month and year was the [[first/second/] special incentive offered?] IWER: Month entered must be between [November\, [Year--2 Years Ago]/ [Prev Wave IW Month\, Year]] and [Current IW Month\, Year] Month: Year: ... 15 1. JAN 9 2. FEB 8 3. MAR 7 4. APR 11 5. MAY 11 6. JUN 10 7. JUL 9 8. AUG 9 9. SEP 14 10. OCT 5 11. NOV 9 12. DEC 3 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 18626 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q580,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q580A (In what month and year was the [first special incentive offered?/last special incentive offered?/special incentive offered?]) IWER: Month entered must be between [Nov.\, [Year--2 Years ago]/Prev Wave IW Month\, Year] and [Current IW Month\, Year] Month: [MO- Early Out Window Offered] Year: ... 117 2011-2014. Actual Value 3 9998. DK (Don't Know); NA (Not Ascertained) 1 9999. RF (Refused) 18626 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q581,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q581A Which employer were you working for at the time? IWER: Select employer from list below IWER: If employer not listed\, select 'Other (specify)' and enter full name of employer on next screen ... 41 1. [PREVIOUS WAVE EMPLOYER NAME (per Z091)] 1 2. [CURRENT EMPLOYER NAME (per JW158)] 1 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18704 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q582,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q582B[1] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 90 1. CASH BONUS 15 2. IMPROVED PENSION BENEFITS 3. PERMANENT MEDICAL INSURANCE 4 4. TEMPORARY MEDICAL INSURANCE 3 5. TEMPORARY CASH BENEFIT 6. ADDITIONAL YEARS OF SERVICE CREDITED 7 7. OTHER (SPECIFY) 2 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18626 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q583,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q582B[2] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 1 1. CASH BONUS 8 2. IMPROVED PENSION BENEFITS 1 3. PERMANENT MEDICAL INSURANCE 2 4. TEMPORARY MEDICAL INSURANCE 5. TEMPORARY CASH BENEFIT 6. ADDITIONAL YEARS OF SERVICE CREDITED 2 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18733 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q584,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q582B[3] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 1. CASH BONUS 2. IMPROVED PENSION BENEFITS 3. PERMANENT MEDICAL INSURANCE 4. TEMPORARY MEDICAL INSURANCE 5. TEMPORARY CASH BENEFIT 1 6. ADDITIONAL YEARS OF SERVICE CREDITED 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q585,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q582B[4] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 1. CASH BONUS 2. IMPROVED PENSION BENEFITS 3. PERMANENT MEDICAL INSURANCE 4. TEMPORARY MEDICAL INSURANCE 5. TEMPORARY CASH BENEFIT 6. ADDITIONAL YEARS OF SERVICE CREDITED 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q586,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q586A How much did the cash bonus offer amount to? IWER: Do not probe DK/RF Amount: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 77 500 260000 33728.57 41447.85 18658 ----------------------------------------------------------------- 11 999998. DK (Don't Know); NA (Not Ascertained) 1 999999. RF (Refused)
HRS2014Q587,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q587_ Did it amount to less than $____ \, more than $____ \, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $15\,000\, $25\,000\, $50\,000\, $75\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($25\,000)] or [NOT 1 ($50\,000)] AT X506 ... 9 0. Value of Breakpoint 1 25001. Value of Breakpoint 1 50000. Value of Breakpoint 1 50001. Value of Breakpoint 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q588,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q588_ * ... 3 14999. Value of Breakpoint 1 24999. Value of Breakpoint 1 49999. Value of Breakpoint 1 50000. Value of Breakpoint 1 74999. Value of Breakpoint 5 99999996. Greater than Maximum Breakpoint 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q589,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q589_ * ... 5 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 18741 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q590,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q590A How much did the extra pension benefit offer amount to? IWER: Do not probe DK/RF IWER: If amount per hour\, enter both dollars and cents Amount: Per: ... 10 150-750000. Actual Value 11 999998. DK (Don't Know); NA (Not Ascertained) 2 999999. RF (Refused) 18724 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q591,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q591_ Did it amount to less than $____ \, more than $____ \, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $3\,000\, $5\,000\, $12\,000\, $36\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($5\,000)] or [NOT 1 ($12\,000)] AT X507 ... 8 0. Value of Breakpoint 3 3001. Value of Breakpoint 1 5001. Value of Breakpoint 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q592,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q592_ * ... 3 4999. Value of Breakpoint 9 99999996. Greater than Maximum Breakpoint 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q593,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q593_ * ... 1 97. Data Not Available 7 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 18737 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q594,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q594A (How much did the extra pension benefit offer amount to?) IWER: PROBE if necessary: Was that per week\, month\, year\, or a lump sum? Amount: [AMT-EXTRA PENSION BENEFITS] Per ... 2. WEEK 7 4. MONTH 1 6. YEAR 2 95. LUMP SUM 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18737 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q595,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q595A Until what age was the temporary medical insurance offered? 35-94 age 95 Number of years given 96 Answered year ... 2 65-83. Actual Value 2 95. NUMBER OF YEARS GIVEN 1 96. ANSWERED YEAR 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18741 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q596,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q596A IWER: PROBE if necessary: For how many years was the temporary medical insurance offered? 0-25 years ... 2 1. Actual Value 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q597,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q597A IWER: PROBE if necessary: Until which year was the temporary medical insurance offered? ... 1 2013. Actual Value 1 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q598,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q598A How much did the temporary cash benefits offer amount to? Amount: Per: ... 2 400-900. Actual Value 998. DK (Don't Know); NA (Not Ascertained) 1 999. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q599,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q599A (How much did the temporary cash benefits offer amount to?) IWER: PROBE if necessary: Was that per week\, month\, year or a lump sum? Amount: [AMT-TEMP CASH BENEFITS] Per: ... 1 2. WEEK 1 4. MONTH 6. YEAR 95. LUMP SUM 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q600,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q600A Until what age was the temporary cash benefit offered? 35-94 age 95 Number of years given 96 Answered year ... 2 63-65. Actual Value 95. NUMBER OF YEARS GIVEN 96. ANSWERED YEAR 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q601,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q601A IWER: PROBE if necessary: For how many years was the temporary cash benefit offered? 1-25 years ... 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q602,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q602A IWER: PROBE if necessary: Until which year was the temporary cash benefit offered? ... 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q603,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q603A How many years of service credit were you offered? 1-20 years ... 1 15. Actual Value 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q604,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q604A IF R MENTIONS OTHER INCENTIVES ONLY (Q582=7 ONLY): Altogether\, how much did the incentive offer amount to? OTHERWISE: (Not including [the cash bonus\,/(and) improved pension benefits\,/(and) permanent medical insurance\,/(and) temporary medical insurance\,/(and) temporary cash benefit\,/(and) additional years of service credited\,]) what was the value of the other part of the [first/second] incentive offer? Amount: ... 8 10000-300000. Actual Value 4 999998. DK (Don't Know); NA (Not Ascertained) 999999. RF (Refused) 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q605,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q605A Did you accept the incentive and leave that employer? ... 35 1. YES 86 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18626 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q606,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q606A Was the special incentive important in your decision\, or would you probably have left at about that time anyway? ... 23 1. IMPORTANT IN R'S DECISION 12 5. R WOULD HAVE LEFT ANYWAY 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18712 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q607,Ref: SecJ.EARLYOUT.INCENTIVELOOP[1].Q607A If you had been offered twice as much (to leave) at that time\, would you have done so? ... 16 1. YES 68 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18661 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q608,Ref: SecJ.EARLYOUT.INCENTIVELOOP[2].Q579A In what month and year was the [[first/second/] special incentive offered?] IWER: Month entered must be between [November\, [Year--2 Years Ago]/[Prev Wave IW Month\, Year]] and [Current IW Month\, Year] Month: Year: ... 3 1. JAN 1 2. FEB 3. MAR 4 4. APR 3 5. MAY 2 6. JUN 3 7. JUL 2 8. AUG 1 9. SEP 5 10. OCT 2 11. NOV 4 12. DEC 2 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 18713 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q609,Ref: SecJ.EARLYOUT.INCENTIVELOOP[2].Q580A (In what month and year was the [first special incentive offered?/last special incentive offered?/special incentive offered?]) IWER: Month entered must be between [Nov.\, [Year--2 Years ago]/Prev Wave IW Month\, Year] and [Current IW Month\, Year] Month: [MO- Early Out Window Offered] Year: ... 29 2012-2014. Actual Value 3 9998. DK (Don't Know); NA (Not Ascertained) 2 9999. RF (Refused) 18713 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q610,Ref: SecJ.EARLYOUT.INCENTIVELOOP[2].Q581A Which employer were you working for at the time? IWER: Select employer from list below IWER: If employer not listed\, select 'Other (specify)' and enter full name of employer on next screen ... 5 1. [PREVIOUS WAVE EMPLOYER NAME (per Z091)] 2. [CURRENT EMPLOYER NAME (per JW158)] 1 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18741 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q611,Ref: SecJ.EARLYOUT.INCENTIVELOOP[2].Q582B[1] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 23 1. CASH BONUS 2 2. IMPROVED PENSION BENEFITS 3. PERMANENT MEDICAL INSURANCE 1 4. TEMPORARY MEDICAL INSURANCE 2 5. TEMPORARY CASH BENEFIT 6. ADDITIONAL YEARS OF SERVICE CREDITED 3 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 2 9. RF (Refused) 18714 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q612,Ref: SecJ.EARLYOUT.INCENTIVELOOP[2].Q582B[2] Was the special incentive a cash bonus\, improved pension benefits or what? IWER: CHOOSE all that apply ... 1. CASH BONUS 2 2. IMPROVED PENSION BENEFITS 3. PERMANENT MEDICAL INSURANCE 1 4. TEMPORARY MEDICAL INSURANCE 5. TEMPORARY CASH BENEFIT 6. ADDITIONAL YEARS OF SERVICE CREDITED 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
